Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
25,15,2,0.95,MultinomialNB(),0.91,0.91,-0.061,0.87,-0.087,0.91,0.89,-0.075,503,0.875,0:00:00.821508,0:06:49.516462
,,,,,,,,,,,,,,,,
25,15,2,0.95,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.008,0.966,0.955,-0.009,503,0.875,0:17:44.658716,0:06:49.516462
,,,,,,,,,,,,,,,,
25,15,2,0.95,LogisticRegression(max_iter=10000),0.969,0.968,-0.003,0.951,-0.006,0.968,0.955,-0.009,503,0.875,0:02:42.722931,0:06:49.516462
,,,,,,,,,,,,,,,,
25,15,2,0.925,MultinomialNB(),0.91,0.911,-0.061,0.871,-0.086,0.911,0.891,-0.074,488,0.849,0:00:00.781756,0:06:30.020375
,,,,,,,,,,,,,,,,
25,15,2,0.925,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.007,0.966,0.955,-0.009,488,0.849,0:16:55.255453,0:06:30.020375
,,,,,,,,,,,,,,,,
25,15,2,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.953,-0.011,488,0.849,0:02:32.902692,0:06:30.020375
,,,,,,,,,,,,,,,,
25,15,2,0.9,MultinomialNB(),0.91,0.911,-0.06,0.871,-0.086,0.911,0.891,-0.074,465,0.809,0:00:00.759707,0:06:02.315366
,,,,,,,,,,,,,,,,
25,15,2,0.9,LinearSVC(max_iter=10000),0.965,0.965,-0.006,0.948,-0.009,0.965,0.954,-0.01,465,0.809,0:16:00.832339,0:06:02.315366
,,,,,,,,,,,,,,,,
25,15,2,0.9,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.954,-0.01,465,0.809,0:02:11.752144,0:06:02.315366
,,,,,,,,,,,,,,,,
25,15,2,0.85,MultinomialNB(),0.901,0.902,-0.069,0.86,-0.097,0.902,0.886,-0.079,401,0.697,0:00:00.700051,0:04:49.369545
,,,,,,,,,,,,,,,,
25,15,2,0.85,LinearSVC(max_iter=10000),0.956,0.955,-0.016,0.934,-0.023,0.955,0.949,-0.016,401,0.697,0:13:55.778254,0:04:49.369545
,,,,,,,,,,,,,,,,
25,15,2,0.85,LogisticRegression(max_iter=10000),0.958,0.957,-0.014,0.936,-0.021,0.957,0.947,-0.018,401,0.697,0:02:05.850139,0:04:49.369545
,,,,,,,,,,,,,,,,
25,15,2,0.8,MultinomialNB(),0.883,0.883,-0.088,0.841,-0.116,0.883,0.883,-0.081,345,0.6,0:00:00.597550,0:03:55.135354
,,,,,,,,,,,,,,,,
25,15,2,0.8,LinearSVC(max_iter=10000),0.956,0.956,-0.015,0.935,-0.022,0.956,0.95,-0.014,345,0.6,0:14:17.548906,0:03:55.135354
,,,,,,,,,,,,,,,,
25,15,2,0.8,LogisticRegression(max_iter=10000),0.957,0.956,-0.015,0.935,-0.022,0.956,0.948,-0.017,345,0.6,0:01:41.461925,0:03:55.135354
,,,,,,,,,,,,,,,,
25,15,2,0.7,MultinomialNB(),0.822,0.821,-0.15,0.779,-0.178,0.821,0.861,-0.104,224,0.39,0:00:00.393241,0:02:25.870386
,,,,,,,,,,,,,,,,
25,15,2,0.7,LinearSVC(max_iter=10000),0.912,0.911,-0.06,0.869,-0.087,0.911,0.884,-0.08,224,0.39,0:08:28.663579,0:02:25.870386
,,,,,,,,,,,,,,,,
25,15,2,0.7,LogisticRegression(max_iter=10000),0.912,0.91,-0.061,0.868,-0.089,0.91,0.878,-0.086,224,0.39,0:01:00.946250,0:02:25.870386
,,,,,,,,,,,,,,,,
25,15,2,0.6,MultinomialNB(),0.9,0.9,-0.071,0.852,-0.105,0.9,0.861,-0.103,92,0.16,0:00:00.212893,0:01:27.671176
,,,,,,,,,,,,,,,,
25,15,2,0.6,LinearSVC(max_iter=10000),0.903,0.902,-0.069,0.856,-0.101,0.902,0.868,-0.096,92,0.16,0:02:14.094620,0:01:27.671176
,,,,,,,,,,,,,,,,
25,15,2,0.6,LogisticRegression(max_iter=10000),0.898,0.898,-0.074,0.847,-0.11,0.898,0.853,-0.111,92,0.16,0:00:31.591599,0:01:27.671176
,,,,,,,,,,,,,,,,
50,5,1,1,MultinomialNB(),0.916,0.917,0,0.878,0,0.917,0.892,0,399,1,0:00:00.660853,0:04:22.546118
,,,,,,,,,,,,,,,,
50,5,1,1,LinearSVC(max_iter=10000),0.972,0.971,0,0.957,0,0.971,0.967,0,399,1,0:13:34.975946,0:04:22.546118
,,,,,,,,,,,,,,,,
50,5,1,1,LogisticRegression(max_iter=10000),0.973,0.972,0,0.959,0,0.972,0.967,0,399,1,0:02:15.366544,0:04:22.546118
,,,,,,,,,,,,,,,,
50,5,1,0.975,MultinomialNB(),0.912,0.912,-0.06,0.872,-0.086,0.912,0.889,-0.078,385,0.965,0:00:00.598825,0:04:08.550671
,,,,,,,,,,,,,,,,
50,5,1,0.975,LinearSVC(max_iter=10000),0.971,0.971,-0.001,0.957,-0.002,0.971,0.966,-0.001,385,0.965,0:11:45.407212,0:04:08.550671
,,,,,,,,,,,,,,,,
50,5,1,0.975,LogisticRegression(max_iter=10000),0.973,0.972,0,0.958,-0.001,0.972,0.966,-0.001,385,0.965,0:02:12.906471,0:04:08.550671
,,,,,,,,,,,,,,,,
50,5,1,0.95,MultinomialNB(),0.907,0.907,-0.065,0.866,-0.092,0.907,0.886,-0.081,353,0.885,0:00:00.571376,0:03:36.559125
,,,,,,,,,,,,,,,,
50,5,1,0.95,LinearSVC(max_iter=10000),0.967,0.966,-0.006,0.949,-0.009,0.966,0.955,-0.011,353,0.885,0:13:35.735627,0:03:36.559125
,,,,,,,,,,,,,,,,
50,5,1,0.95,LogisticRegression(max_iter=10000),0.968,0.968,-0.005,0.951,-0.007,0.968,0.955,-0.012,353,0.885,0:02:02.531794,0:03:36.559125
,,,,,,,,,,,,,,,,
50,5,1,0.925,MultinomialNB(),0.907,0.907,-0.065,0.866,-0.092,0.907,0.887,-0.079,340,0.852,0:00:00.541664,0:03:27.249483
,,,,,,,,,,,,,,,,
50,5,1,0.925,LinearSVC(max_iter=10000),0.966,0.966,-0.006,0.949,-0.009,0.966,0.955,-0.012,340,0.852,0:13:17.343703,0:03:27.249483
,,,,,,,,,,,,,,,,
50,5,1,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.005,0.951,-0.008,0.967,0.954,-0.012,340,0.852,0:01:54.445768,0:03:27.249483
,,,,,,,,,,,,,,,,
50,5,1,0.9,MultinomialNB(),0.907,0.907,-0.065,0.866,-0.092,0.907,0.887,-0.08,323,0.81,0:00:00.518580,0:03:10.701334
,,,,,,,,,,,,,,,,
50,5,1,0.9,LinearSVC(max_iter=10000),0.966,0.966,-0.007,0.948,-0.01,0.966,0.954,-0.012,323,0.81,0:11:55.059799,0:03:10.701334
,,,,,,,,,,,,,,,,
50,5,1,0.9,LogisticRegression(max_iter=10000),0.968,0.967,-0.005,0.951,-0.008,0.967,0.955,-0.012,323,0.81,0:01:45.845317,0:03:10.701334
,,,,,,,,,,,,,,,,
50,5,1,0.85,MultinomialNB(),0.901,0.901,-0.071,0.86,-0.099,0.901,0.886,-0.08,287,0.719,0:00:00.473422,0:02:41.701491
,,,,,,,,,,,,,,,,
50,5,1,0.85,LinearSVC(max_iter=10000),0.956,0.955,-0.017,0.934,-0.024,0.955,0.949,-0.017,287,0.719,0:08:28.072735,0:02:41.701491
,,,,,,,,,,,,,,,,
50,5,1,0.85,LogisticRegression(max_iter=10000),0.959,0.957,-0.015,0.937,-0.022,0.957,0.948,-0.019,287,0.719,0:01:41.670675,0:02:41.701491
,,,,,,,,,,,,,,,,
50,5,1,0.8,MultinomialNB(),0.887,0.887,-0.085,0.845,-0.113,0.887,0.884,-0.082,249,0.624,0:00:00.421264,0:02:16.017152
,,,,,,,,,,,,,,,,
50,5,1,0.8,LinearSVC(max_iter=10000),0.957,0.956,-0.016,0.936,-0.023,0.956,0.951,-0.016,249,0.624,0:07:09.860289,0:02:16.017152
,,,,,,,,,,,,,,,,
50,5,1,0.8,LogisticRegression(max_iter=10000),0.956,0.956,-0.016,0.935,-0.024,0.956,0.947,-0.019,249,0.624,0:01:17.732842,0:02:16.017152
,,,,,,,,,,,,,,,,
50,5,1,0.7,MultinomialNB(),0.82,0.819,-0.153,0.777,-0.182,0.819,0.858,-0.108,159,0.398,0:00:00.303605,0:01:25.911348
,,,,,,,,,,,,,,,,
50,5,1,0.7,LinearSVC(max_iter=10000),0.913,0.911,-0.061,0.87,-0.088,0.911,0.885,-0.081,159,0.398,0:05:18.895015,0:01:25.911348
,,,,,,,,,,,,,,,,
50,5,1,0.7,LogisticRegression(max_iter=10000),0.912,0.911,-0.061,0.868,-0.09,0.911,0.879,-0.088,159,0.398,0:00:50.060778,0:01:25.911348
,,,,,,,,,,,,,,,,
50,5,1,0.6,MultinomialNB(),0.904,0.904,-0.068,0.86,-0.099,0.904,0.873,-0.094,67,0.168,0:00:00.174434,0:00:58.399071
,,,,,,,,,,,,,,,,
50,5,1,0.6,LinearSVC(max_iter=10000),0.903,0.903,-0.07,0.857,-0.101,0.903,0.87,-0.097,67,0.168,0:01:19.050130,0:00:58.399071
,,,,,,,,,,,,,,,,
50,5,1,0.6,LogisticRegression(max_iter=10000),0.897,0.896,-0.076,0.844,-0.115,0.896,0.849,-0.118,67,0.168,0:00:23.968409,0:00:58.399071
,,,,,,,,,,,,,,,,
50,5,2,1,MultinomialNB(),0.92,0.92,0,0.884,0,0.92,0.903,0,279,1,0:00:00.489027,0:02:19.139069
,,,,,,,,,,,,,,,,
50,5,2,1,LinearSVC(max_iter=10000),0.973,0.972,0,0.959,0,0.972,0.969,0,279,1,0:10:57.555317,0:02:19.139069
,,,,,,,,,,,,,,,,
50,5,2,1,LogisticRegression(max_iter=10000),0.974,0.973,0,0.96,0,0.973,0.967,0,279,1,0:01:42.012531,0:02:19.139069
,,,,,,,,,,,,,,,,
50,5,2,0.975,MultinomialNB(),0.916,0.917,-0.056,0.88,-0.079,0.917,0.901,-0.066,268,0.961,0:00:00.444909,0:02:12.248333
,,,,,,,,,,,,,,,,
50,5,2,0.975,LinearSVC(max_iter=10000),0.971,0.971,-0.002,0.957,-0.003,0.971,0.966,-0.002,268,0.961,0:07:18.202323,0:02:12.248333
,,,,,,,,,,,,,,,,
50,5,2,0.975,LogisticRegression(max_iter=10000),0.973,0.972,-0.001,0.959,-0.001,0.972,0.966,-0.001,268,0.961,0:01:28.622163,0:02:12.248333
,,,,,,,,,,,,,,,,
50,5,2,0.95,MultinomialNB(),0.911,0.912,-0.061,0.874,-0.086,0.912,0.898,-0.069,251,0.9,0:00:00.421772,0:02:00.450023
,,,,,,,,,,,,,,,,
50,5,2,0.95,LinearSVC(max_iter=10000),0.966,0.966,-0.007,0.949,-0.011,0.966,0.955,-0.013,251,0.9,0:08:11.298007,0:02:00.450023
,,,,,,,,,,,,,,,,
50,5,2,0.95,LogisticRegression(max_iter=10000),0.968,0.967,-0.006,0.95,-0.009,0.967,0.954,-0.013,251,0.9,0:01:27.851001,0:02:00.450023
,,,,,,,,,,,,,,,,
50,5,2,0.925,MultinomialNB(),0.911,0.911,-0.062,0.873,-0.087,0.911,0.898,-0.069,241,0.864,0:00:00.409460,0:01:53.955877
,,,,,,,,,,,,,,,,
50,5,2,0.925,LinearSVC(max_iter=10000),0.966,0.966,-0.007,0.949,-0.011,0.966,0.954,-0.013,241,0.864,0:06:23.949823,0:01:53.955877
,,,,,,,,,,,,,,,,
50,5,2,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.006,0.95,-0.009,0.967,0.954,-0.013,241,0.864,0:01:26.871094,0:01:53.955877
,,,,,,,,,,,,,,,,
50,5,2,0.9,MultinomialNB(),0.912,0.912,-0.061,0.874,-0.086,0.912,0.899,-0.069,227,0.814,0:00:00.394457,0:01:45.315676
,,,,,,,,,,,,,,,,
50,5,2,0.9,LinearSVC(max_iter=10000),0.966,0.966,-0.007,0.949,-0.011,0.966,0.955,-0.012,227,0.814,0:07:30.831029,0:01:45.315676
,,,,,,,,,,,,,,,,
50,5,2,0.9,LogisticRegression(max_iter=10000),0.968,0.967,-0.005,0.951,-0.009,0.967,0.955,-0.012,227,0.814,0:01:05.509563,0:01:45.315676
,,,,,,,,,,,,,,,,
50,5,2,0.85,MultinomialNB(),0.912,0.912,-0.061,0.876,-0.084,0.912,0.903,-0.065,200,0.717,0:00:00.357931,0:01:29.679235
,,,,,,,,,,,,,,,,
50,5,2,0.85,LinearSVC(max_iter=10000),0.955,0.955,-0.018,0.934,-0.026,0.955,0.95,-0.018,200,0.717,0:05:44.622575,0:01:29.679235
,,,,,,,,,,,,,,,,
50,5,2,0.85,LogisticRegression(max_iter=10000),0.959,0.958,-0.015,0.937,-0.023,0.958,0.948,-0.02,200,0.717,0:01:16.874096,0:01:29.679235
,,,,,,,,,,,,,,,,
50,5,2,0.8,MultinomialNB(),0.889,0.89,-0.083,0.85,-0.11,0.89,0.892,-0.075,171,0.613,0:00:00.320336,0:01:15.833695
,,,,,,,,,,,,,,,,
50,5,2,0.8,LinearSVC(max_iter=10000),0.956,0.956,-0.017,0.935,-0.025,0.956,0.95,-0.017,171,0.613,0:06:01.532898,0:01:15.833695
,,,,,,,,,,,,,,,,
50,5,2,0.8,LogisticRegression(max_iter=10000),0.956,0.956,-0.017,0.935,-0.025,0.956,0.948,-0.019,171,0.613,0:00:49.675377,0:01:15.833695
,,,,,,,,,,,,,,,,
50,5,2,0.7,MultinomialNB(),0.817,0.816,-0.157,0.774,-0.185,0.816,0.856,-0.111,104,0.373,0:00:00.223424,0:00:50.230806
,,,,,,,,,,,,,,,,
50,5,2,0.7,LinearSVC(max_iter=10000),0.912,0.91,-0.063,0.869,-0.09,0.91,0.885,-0.082,104,0.373,0:02:54.485282,0:00:50.230806
,,,,,,,,,,,,,,,,
50,5,2,0.7,LogisticRegression(max_iter=10000),0.913,0.912,-0.061,0.871,-0.089,0.912,0.883,-0.084,104,0.373,0:00:33.894952,0:00:50.230806
,,,,,,,,,,,,,,,,
50,5,2,0.6,MultinomialNB(),0.904,0.903,-0.07,0.857,-0.102,0.903,0.869,-0.099,42,0.151,0:00:00.130108,0:00:37.063601
,,,,,,,,,,,,,,,,
50,5,2,0.6,LinearSVC(max_iter=10000),0.904,0.904,-0.069,0.859,-0.101,0.904,0.871,-0.096,42,0.151,0:00:38.380705,0:00:37.063601
,,,,,,,,,,,,,,,,
50,5,2,0.6,LogisticRegression(max_iter=10000),0.897,0.896,-0.077,0.844,-0.116,0.896,0.849,-0.118,42,0.151,0:00:13.708432,0:00:37.063601
,,,,,,,,,,,,,,,,
50,10,1,1,MultinomialNB(),0.928,0.929,0,0.894,0,0.929,0.904,0,599,1,0:00:00.954453,0:09:12.711494
,,,,,,,,,,,,,,,,
50,10,1,1,LinearSVC(max_iter=10000),0.972,0.971,0,0.957,0,0.971,0.967,0,599,1,0:19:21.843378,0:09:12.711494
,,,,,,,,,,,,,,,,
50,10,1,1,LogisticRegression(max_iter=10000),0.973,0.971,0,0.957,0,0.971,0.964,0,599,1,0:03:23.936898,0:09:12.711494
,,,,,,,,,,,,,,,,
50,10,1,0.975,MultinomialNB(),0.915,0.916,-0.055,0.878,-0.079,0.916,0.896,-0.069,570,0.952,0:00:00.863904,0:08:27.235454
,,,,,,,,,,,,,,,,
50,10,1,0.975,LinearSVC(max_iter=10000),0.971,0.971,0,0.957,0,0.971,0.966,0.002,570,0.952,0:19:01.872158,0:08:27.235454
,,,,,,,,,,,,,,,,
50,10,1,0.975,LogisticRegression(max_iter=10000),0.973,0.972,0,0.957,0.001,0.972,0.965,0,570,0.952,0:03:15.123648,0:08:27.235454
,,,,,,,,,,,,,,,,
50,10,1,0.95,MultinomialNB(),0.91,0.911,-0.06,0.872,-0.085,0.911,0.893,-0.072,520,0.868,0:00:00.777486,0:07:15.951558
,,,,,,,,,,,,,,,,
50,10,1,0.95,LinearSVC(max_iter=10000),0.967,0.967,-0.005,0.95,-0.007,0.967,0.956,-0.008,520,0.868,0:18:36.156390,0:07:15.951558
,,,,,,,,,,,,,,,,
50,10,1,0.95,LogisticRegression(max_iter=10000),0.969,0.968,-0.003,0.952,-0.005,0.968,0.956,-0.008,520,0.868,0:02:53.687974,0:07:15.951558
,,,,,,,,,,,,,,,,
50,10,1,0.925,MultinomialNB(),0.91,0.911,-0.06,0.871,-0.085,0.911,0.892,-0.072,497,0.83,0:00:00.773766,0:06:46.012969
,,,,,,,,,,,,,,,,
50,10,1,0.925,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.007,0.966,0.955,-0.009,497,0.83,0:17:07.537292,0:06:46.012969
,,,,,,,,,,,,,,,,
50,10,1,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.953,-0.011,497,0.83,0:02:41.499475,0:06:46.012969
,,,,,,,,,,,,,,,,
50,10,1,0.9,MultinomialNB(),0.91,0.911,-0.06,0.872,-0.085,0.911,0.893,-0.072,473,0.79,0:00:00.769996,0:06:14.066172
,,,,,,,,,,,,,,,,
50,10,1,0.9,LinearSVC(max_iter=10000),0.965,0.965,-0.006,0.948,-0.009,0.965,0.954,-0.01,473,0.79,0:16:11.084163,0:06:14.066172
,,,,,,,,,,,,,,,,
50,10,1,0.9,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.954,-0.01,473,0.79,0:02:23.635377,0:06:14.066172
,,,,,,,,,,,,,,,,
50,10,1,0.85,MultinomialNB(),0.901,0.902,-0.07,0.86,-0.097,0.902,0.887,-0.077,408,0.681,0:00:00.657230,0:04:59.416022
,,,,,,,,,,,,,,,,
50,10,1,0.85,LinearSVC(max_iter=10000),0.956,0.955,-0.016,0.934,-0.023,0.955,0.949,-0.016,408,0.681,0:14:56.565928,0:04:59.416022
,,,,,,,,,,,,,,,,
50,10,1,0.85,LogisticRegression(max_iter=10000),0.958,0.957,-0.014,0.936,-0.021,0.957,0.947,-0.018,408,0.681,0:02:12.974854,0:04:59.416022
,,,,,,,,,,,,,,,,
50,10,1,0.8,MultinomialNB(),0.882,0.882,-0.089,0.84,-0.117,0.882,0.884,-0.081,352,0.588,0:00:00.607403,0:04:04.950871
,,,,,,,,,,,,,,,,
50,10,1,0.8,LinearSVC(max_iter=10000),0.956,0.956,-0.015,0.935,-0.022,0.956,0.95,-0.014,352,0.588,0:14:25.442550,0:04:04.950871
,,,,,,,,,,,,,,,,
50,10,1,0.8,LogisticRegression(max_iter=10000),0.957,0.956,-0.015,0.935,-0.022,0.956,0.948,-0.017,352,0.588,0:01:34.647209,0:04:04.950871
,,,,,,,,,,,,,,,,
50,10,1,0.7,MultinomialNB(),0.82,0.82,-0.152,0.778,-0.179,0.82,0.86,-0.105,226,0.377,0:00:00.416114,0:02:29.745167
,,,,,,,,,,,,,,,,
50,10,1,0.7,LinearSVC(max_iter=10000),0.912,0.911,-0.06,0.869,-0.087,0.911,0.884,-0.08,226,0.377,0:09:49.299810,0:02:29.745167
,,,,,,,,,,,,,,,,
50,10,1,0.7,LogisticRegression(max_iter=10000),0.912,0.91,-0.061,0.868,-0.089,0.91,0.878,-0.086,226,0.377,0:00:53.252162,0:02:29.745167
,,,,,,,,,,,,,,,,
50,10,1,0.6,MultinomialNB(),0.9,0.9,-0.071,0.852,-0.105,0.9,0.861,-0.103,92,0.154,0:00:00.218326,0:01:32.884010
,,,,,,,,,,,,,,,,
50,10,1,0.6,LinearSVC(max_iter=10000),0.903,0.902,-0.069,0.856,-0.101,0.902,0.868,-0.096,92,0.154,0:02:12.091363,0:01:32.884010
,,,,,,,,,,,,,,,,
50,10,1,0.6,LogisticRegression(max_iter=10000),0.898,0.898,-0.074,0.847,-0.11,0.898,0.853,-0.111,92,0.154,0:00:31.034024,0:01:32.884010
,,,,,,,,,,,,,,,,
50,10,2,1,MultinomialNB(),0.926,0.926,0,0.891,0,0.926,0.901,0,578,1,0:00:00.905604,0:08:35.883664
,,,,,,,,,,,,,,,,
50,10,2,1,LinearSVC(max_iter=10000),0.972,0.971,0,0.957,0,0.971,0.967,0,578,1,0:18:36.523838,0:08:35.883664
,,,,,,,,,,,,,,,,
50,10,2,1,LogisticRegression(max_iter=10000),0.973,0.971,0,0.957,0,0.971,0.964,0,578,1,0:03:01.735760,0:08:35.883664
,,,,,,,,,,,,,,,,
50,10,2,0.975,MultinomialNB(),0.914,0.914,-0.057,0.875,-0.082,0.914,0.893,-0.072,555,0.96,0:00:00.873872,0:08:05.256044
,,,,,,,,,,,,,,,,
50,10,2,0.975,LinearSVC(max_iter=10000),0.971,0.971,0,0.957,0,0.971,0.966,0.002,555,0.96,0:17:56.012310,0:08:05.256044
,,,,,,,,,,,,,,,,
50,10,2,0.975,LogisticRegression(max_iter=10000),0.973,0.972,0,0.958,0.001,0.972,0.965,0,555,0.96,0:02:58.024214,0:08:05.256044
,,,,,,,,,,,,,,,,
50,10,2,0.95,MultinomialNB(),0.909,0.909,-0.062,0.869,-0.088,0.909,0.889,-0.075,505,0.874,0:00:00.786539,0:06:55.371538
,,,,,,,,,,,,,,,,
50,10,2,0.95,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.008,0.966,0.955,-0.009,505,0.874,0:18:00.236444,0:06:55.371538
,,,,,,,,,,,,,,,,
50,10,2,0.95,LogisticRegression(max_iter=10000),0.969,0.968,-0.003,0.951,-0.006,0.968,0.955,-0.009,505,0.874,0:02:52.973747,0:06:55.371538
,,,,,,,,,,,,,,,,
50,10,2,0.925,MultinomialNB(),0.91,0.91,-0.061,0.87,-0.087,0.91,0.89,-0.074,486,0.841,0:00:00.808365,0:06:28.952405
,,,,,,,,,,,,,,,,
50,10,2,0.925,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.007,0.966,0.955,-0.009,486,0.841,0:16:56.153934,0:06:28.952405
,,,,,,,,,,,,,,,,
50,10,2,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.953,-0.011,486,0.841,0:02:55.804584,0:06:28.952405
,,,,,,,,,,,,,,,,
50,10,2,0.9,MultinomialNB(),0.91,0.911,-0.061,0.871,-0.086,0.911,0.891,-0.074,463,0.801,0:00:00.767839,0:05:59.291491
,,,,,,,,,,,,,,,,
50,10,2,0.9,LinearSVC(max_iter=10000),0.965,0.965,-0.006,0.948,-0.009,0.965,0.954,-0.01,463,0.801,0:15:56.361472,0:05:59.291491
,,,,,,,,,,,,,,,,
50,10,2,0.9,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.954,-0.01,463,0.801,0:02:13.269259,0:05:59.291491
,,,,,,,,,,,,,,,,
50,10,2,0.85,MultinomialNB(),0.901,0.902,-0.069,0.86,-0.096,0.902,0.886,-0.078,402,0.696,0:00:00.670051,0:04:51.972127
,,,,,,,,,,,,,,,,
50,10,2,0.85,LinearSVC(max_iter=10000),0.956,0.955,-0.016,0.934,-0.023,0.955,0.949,-0.016,402,0.696,0:14:48.297927,0:04:51.972127
,,,,,,,,,,,,,,,,
50,10,2,0.85,LogisticRegression(max_iter=10000),0.958,0.957,-0.014,0.936,-0.021,0.957,0.947,-0.018,402,0.696,0:02:10.097680,0:04:51.972127
,,,,,,,,,,,,,,,,
50,10,2,0.8,MultinomialNB(),0.883,0.883,-0.088,0.841,-0.116,0.883,0.883,-0.081,346,0.599,0:00:00.570322,0:03:55.443339
,,,,,,,,,,,,,,,,
50,10,2,0.8,LinearSVC(max_iter=10000),0.956,0.956,-0.015,0.935,-0.022,0.956,0.95,-0.014,346,0.599,0:14:08.900675,0:03:55.443339
,,,,,,,,,,,,,,,,
50,10,2,0.8,LogisticRegression(max_iter=10000),0.957,0.956,-0.015,0.935,-0.022,0.956,0.948,-0.017,346,0.599,0:01:39.943849,0:03:55.443339
,,,,,,,,,,,,,,,,
50,10,2,0.7,MultinomialNB(),0.82,0.82,-0.152,0.778,-0.179,0.82,0.86,-0.105,226,0.391,0:00:00.392774,0:02:25.904289
,,,,,,,,,,,,,,,,
50,10,2,0.7,LinearSVC(max_iter=10000),0.912,0.911,-0.06,0.869,-0.087,0.911,0.884,-0.08,226,0.391,0:08:05.056749,0:02:25.904289
,,,,,,,,,,,,,,,,
50,10,2,0.7,LogisticRegression(max_iter=10000),0.912,0.91,-0.061,0.868,-0.089,0.91,0.878,-0.086,226,0.391,0:00:53.085557,0:02:25.904289
,,,,,,,,,,,,,,,,
50,10,2,0.6,MultinomialNB(),0.9,0.9,-0.071,0.852,-0.105,0.9,0.861,-0.103,92,0.159,0:00:00.208748,0:01:30.399874
,,,,,,,,,,,,,,,,
50,10,2,0.6,LinearSVC(max_iter=10000),0.903,0.902,-0.069,0.856,-0.101,0.902,0.868,-0.096,92,0.159,0:02:13.362212,0:01:30.399874
,,,,,,,,,,,,,,,,
50,10,2,0.6,LogisticRegression(max_iter=10000),0.898,0.898,-0.074,0.847,-0.11,0.898,0.853,-0.111,92,0.159,0:00:31.125584,0:01:30.399874
,,,,,,,,,,,,,,,,
50,15,1,1,MultinomialNB(),0.928,0.929,0,0.895,0,0.929,0.905,0,611,1,0:00:00.963450,0:09:31.684799
,,,,,,,,,,,,,,,,
50,15,1,1,LinearSVC(max_iter=10000),0.972,0.971,0,0.957,0,0.971,0.967,0,611,1,0:19:36.628383,0:09:31.684799
,,,,,,,,,,,,,,,,
50,15,1,1,LogisticRegression(max_iter=10000),0.973,0.971,0,0.957,0,0.971,0.964,0,611,1,0:03:14.310714,0:09:31.684799
,,,,,,,,,,,,,,,,
50,15,1,0.975,MultinomialNB(),0.915,0.916,-0.055,0.878,-0.079,0.916,0.897,-0.067,580,0.949,0:00:00.930498,0:08:44.464002
,,,,,,,,,,,,,,,,
50,15,1,0.975,LinearSVC(max_iter=10000),0.971,0.971,0,0.957,0,0.971,0.966,0.002,580,0.949,0:19:18.414261,0:08:44.464002
,,,,,,,,,,,,,,,,
50,15,1,0.975,LogisticRegression(max_iter=10000),0.973,0.972,0,0.958,0.001,0.972,0.965,0,580,0.949,0:03:02.000324,0:08:44.464002
,,,,,,,,,,,,,,,,
50,15,1,0.95,MultinomialNB(),0.911,0.911,-0.06,0.872,-0.085,0.911,0.894,-0.071,529,0.866,0:00:00.794240,0:07:31.904623
,,,,,,,,,,,,,,,,
50,15,1,0.95,LinearSVC(max_iter=10000),0.967,0.967,-0.005,0.95,-0.007,0.967,0.956,-0.008,529,0.866,0:18:48.456861,0:07:31.904623
,,,,,,,,,,,,,,,,
50,15,1,0.95,LogisticRegression(max_iter=10000),0.969,0.968,-0.003,0.952,-0.005,0.968,0.956,-0.008,529,0.866,0:03:13.157122,0:07:31.904623
,,,,,,,,,,,,,,,,
50,15,1,0.925,MultinomialNB(),0.91,0.911,-0.06,0.872,-0.085,0.911,0.894,-0.071,505,0.827,0:00:00.827753,0:06:58.601029
,,,,,,,,,,,,,,,,
50,15,1,0.925,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.007,0.966,0.955,-0.009,505,0.827,0:17:32.398628,0:06:58.601029
,,,,,,,,,,,,,,,,
50,15,1,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.953,-0.011,505,0.827,0:02:46.542674,0:06:58.601029
,,,,,,,,,,,,,,,,
50,15,1,0.9,MultinomialNB(),0.911,0.911,-0.06,0.872,-0.085,0.911,0.893,-0.071,478,0.782,0:00:00.772196,0:06:21.923537
,,,,,,,,,,,,,,,,
